scenario_id,factor_id,stressed_value
SP-008,RATE-SEK-SWAP-090M,0.02405385
SP-008,RATE-SEK-SWAP-120M,0.02432832
SP-008,RATE-SEK-SWAP-180M,0.02478602
SP-008,RATE-SEK-SWAP-240M,0.02516996
SP-008,RATE-SEK-SWAP-360M,0.02581127
SP-008,RATE-SEK-INFLATION-001M,0.02439369
SP-008,RATE-SEK-INFLATION-002M,0.02448290
SP-008,RATE-SEK-INFLATION-003M,0.02455051
SP-008,RATE-SEK-INFLATION-005M,0.02465588
SP-008,RATE-SEK-INFLATION-007M,0.02474001
SP-008,RATE-SEK-INFLATION-010M,0.02484450
SP-008,RATE-SEK-INFLATION-015M,0.02498596
SP-008,RATE-SEK-INFLATION-020M,0.02510363
SP-008,RATE-SEK-INFLATION-030M,0.02529862
SP-008,RATE-SEK-INFLATION-060M,0.02573145
SP-008,RATE-SEK-INFLATION-090M,0.02605925
SP-008,RATE-SEK-INFLATION-120M,0.02633372
SP-008,RATE-SEK-INFLATION-180M,0.02679142
SP-008,RATE-SEK-INFLATION-240M,0.02717536
SP-008,RATE-SEK-INFLATION-360M,0.02781667
SP-008,RATE-NOK-OIS-001M,0.01987749
SP-008,RATE-NOK-OIS-002M,0.01996670
SP-008,RATE-NOK-OIS-003M,0.02003431
SP-008,RATE-NOK-OIS-005M,0.02013968
SP-008,RATE-NOK-OIS-007M,0.02022381
SP-008,RATE-NOK-OIS-010M,0.02032830
SP-008,RATE-NOK-OIS-015M,0.02046976
SP-008,RATE-NOK-OIS-020M,0.02058743
SP-008,RATE-NOK-OIS-030M,0.02078242
SP-008,RATE-NOK-OIS-060M,0.02121525
SP-008,RATE-NOK-OIS-090M,0.02154305
SP-008,RATE-NOK-OIS-120M,0.02181752
SP-008,RATE-NOK-OIS-180M,0.02227522
SP-008,RATE-NOK-OIS-240M,0.02265916
SP-008,RATE-NOK-OIS-360M,0.02330047
SP-008,RATE-NOK-GOVT-001M,0.02188289
SP-008,RATE-NOK-GOVT-002M,0.02197210
SP-008,RATE-NOK-GOVT-003M,0.02203971
SP-008,RATE-NOK-GOVT-005M,0.02214508
SP-008,RATE-NOK-GOVT-007M,0.02222921
SP-008,RATE-NOK-GOVT-010M,0.02233370
SP-008,RATE-NOK-GOVT-015M,0.02247516
SP-008,RATE-NOK-GOVT-020M,0.02259283
SP-008,RATE-NOK-GOVT-030M,0.02278782
SP-008,RATE-NOK-GOVT-060M,0.02322065
SP-008,RATE-NOK-GOVT-090M,0.02354845
SP-008,RATE-NOK-GOVT-120M,0.02382292
SP-008,RATE-NOK-GOVT-180M,0.02428062
SP-008,RATE-NOK-GOVT-240M,0.02466456
SP-008,RATE-NOK-GOVT-360M,0.02530587
SP-008,RATE-NOK-SWAP-001M,0.02388829
SP-008,RATE-NOK-SWAP-002M,0.02397750
SP-008,RATE-NOK-SWAP-003M,0.02404511
SP-008,RATE-NOK-SWAP-005M,0.02415048
SP-008,RATE-NOK-SWAP-007M,0.02423461
SP-008,RATE-NOK-SWAP-010M,0.02433910
SP-008,RATE-NOK-SWAP-015M,0.02448056
SP-008,RATE-NOK-SWAP-020M,0.02459823
SP-008,RATE-NOK-SWAP-030M,0.02479322
SP-008,RATE-NOK-SWAP-060M,0.02522605
SP-008,RATE-NOK-SWAP-090M,0.02555385
SP-008,RATE-NOK-SWAP-120M,0.02582832
SP-008,RATE-NOK-SWAP-180M,0.02628602
SP-008,RATE-NOK-SWAP-240M,0.02666996
SP-008,RATE-NOK-SWAP-360M,0.02731127
SP-008,RATE-NOK-INFLATION-001M,0.02589369
SP-008,RATE-NOK-INFLATION-002M,0.02598290
SP-008,RATE-NOK-INFLATION-003M,0.02605051
SP-008,RATE-NOK-INFLATION-005M,0.02615588
SP-008,RATE-NOK-INFLATION-007M,0.02624001
SP-008,RATE-NOK-INFLATION-010M,0.02634450
SP-008,RATE-NOK-INFLATION-015M,0.02648596
SP-008,RATE-NOK-INFLATION-020M,0.02660363
SP-008,RATE-NOK-INFLATION-030M,0.02679862
SP-008,RATE-NOK-INFLATION-060M,0.02723145
SP-008,RATE-NOK-INFLATION-090M,0.02755925
SP-008,RATE-NOK-INFLATION-120M,0.02783372
SP-008,RATE-NOK-INFLATION-180M,0.02829142
SP-008,RATE-NOK-INFLATION-240M,0.02867536
SP-008,RATE-NOK-INFLATION-360M,0.02931667
SP-008,RATE-DKK-OIS-001M,0.02137749
SP-008,RATE-DKK-OIS-002M,0.02146670
SP-008,RATE-DKK-OIS-003M,0.02153431
SP-008,RATE-DKK-OIS-005M,0.02163968
SP-008,RATE-DKK-OIS-007M,0.02172381
SP-008,RATE-DKK-OIS-010M,0.02182830
SP-008,RATE-DKK-OIS-015M,0.02196976
SP-008,RATE-DKK-OIS-020M,0.02208743
SP-008,RATE-DKK-OIS-030M,0.02228242
SP-008,RATE-DKK-OIS-060M,0.02271525
SP-008,RATE-DKK-OIS-090M,0.02304305
SP-008,RATE-DKK-OIS-120M,0.02331752
SP-008,RATE-DKK-OIS-180M,0.02377522
SP-008,RATE-DKK-OIS-240M,0.02415916
SP-008,RATE-DKK-OIS-360M,0.02480047
SP-008,RATE-DKK-GOVT-001M,0.02338289
SP-008,RATE-DKK-GOVT-002M,0.02347210
SP-008,RATE-DKK-GOVT-003M,0.02353971
SP-008,RATE-DKK-GOVT-005M,0.02364508
SP-008,RATE-DKK-GOVT-007M,0.02372921
SP-008,RATE-DKK-GOVT-010M,0.02383370
SP-008,RATE-DKK-GOVT-015M,0.02397516
SP-008,RATE-DKK-GOVT-020M,0.02409283
SP-008,RATE-DKK-GOVT-030M,0.02428782
SP-008,RATE-DKK-GOVT-060M,0.02472065
SP-008,RATE-DKK-GOVT-090M,0.02504845
SP-008,RATE-DKK-GOVT-120M,0.02532292
SP-008,RATE-DKK-GOVT-180M,0.02578062
SP-008,RATE-DKK-GOVT-240M,0.02616456
SP-008,RATE-DKK-GOVT-360M,0.02680587
SP-008,RATE-DKK-SWAP-001M,0.02538829
SP-008,RATE-DKK-SWAP-002M,0.02547750
SP-008,RATE-DKK-SWAP-003M,0.02554511
SP-008,RATE-DKK-SWAP-005M,0.02565048
SP-008,RATE-DKK-SWAP-007M,0.02573461
SP-008,RATE-DKK-SWAP-010M,0.02583910
SP-008,RATE-DKK-SWAP-015M,0.02598056
SP-008,RATE-DKK-SWAP-020M,0.02609823
SP-008,RATE-DKK-SWAP-030M,0.02629322
SP-008,RATE-DKK-SWAP-060M,0.02672605
SP-008,RATE-DKK-SWAP-090M,0.02705385
SP-008,RATE-DKK-SWAP-120M,0.02732832
SP-008,RATE-DKK-SWAP-180M,0.02778602
SP-008,RATE-DKK-SWAP-240M,0.02816996
SP-008,RATE-DKK-SWAP-360M,0.02881127
SP-008,RATE-DKK-INFLATION-001M,0.02739369
SP-008,RATE-DKK-INFLATION-002M,0.02748290
SP-008,RATE-DKK-INFLATION-003M,0.02755051
SP-008,RATE-DKK-INFLATION-005M,0.02765588
SP-008,RATE-DKK-INFLATION-007M,0.02774001
SP-008,RATE-DKK-INFLATION-010M,0.02784450
SP-008,RATE-DKK-INFLATION-015M,0.02798596
SP-008,RATE-DKK-INFLATION-020M,0.02810363
SP-008,RATE-DKK-INFLATION-030M,0.02829862
SP-008,RATE-DKK-INFLATION-060M,0.02873145
SP-008,RATE-DKK-INFLATION-090M,0.02905925
SP-008,RATE-DKK-INFLATION-120M,0.02933372
SP-008,RATE-DKK-INFLATION-180M,0.02979142
SP-008,RATE-DKK-INFLATION-240M,0.03017536
SP-008,RATE-DKK-INFLATION-360M,0.03081667
SP-008,RATE-PLN-OIS-001M,0.02287749
SP-008,RATE-PLN-OIS-002M,0.02296670
SP-008,RATE-PLN-OIS-003M,0.02303431
SP-008,RATE-PLN-OIS-005M,0.02313968
SP-008,RATE-PLN-OIS-007M,0.02322381
SP-008,RATE-PLN-OIS-010M,0.02332830
SP-008,RATE-PLN-OIS-015M,0.02346976
SP-008,RATE-PLN-OIS-020M,0.02358743
SP-008,RATE-PLN-OIS-030M,0.02378242
SP-008,RATE-PLN-OIS-060M,0.02421525
SP-008,RATE-PLN-OIS-090M,0.02454305
SP-008,RATE-PLN-OIS-120M,0.02481752
SP-008,RATE-PLN-OIS-180M,0.02527522
SP-008,RATE-PLN-OIS-240M,0.02565916
SP-008,RATE-PLN-OIS-360M,0.02630047
SP-008,RATE-PLN-GOVT-001M,0.02488289
SP-008,RATE-PLN-GOVT-002M,0.02497210
SP-008,RATE-PLN-GOVT-003M,0.02503971
SP-008,RATE-PLN-GOVT-005M,0.02514508
SP-008,RATE-PLN-GOVT-007M,0.02522921
SP-008,RATE-PLN-GOVT-010M,0.02533370
SP-008,RATE-PLN-GOVT-015M,0.02547516
SP-008,RATE-PLN-GOVT-020M,0.02559283
SP-008,RATE-PLN-GOVT-030M,0.02578782
SP-008,RATE-PLN-GOVT-060M,0.02622065
SP-008,RATE-PLN-GOVT-090M,0.02654845
SP-008,RATE-PLN-GOVT-120M,0.02682292
SP-008,RATE-PLN-GOVT-180M,0.02728062
SP-008,RATE-PLN-GOVT-240M,0.02766456
SP-008,RATE-PLN-GOVT-360M,0.02830587
SP-008,RATE-PLN-SWAP-001M,0.02688829
SP-008,RATE-PLN-SWAP-002M,0.02697750
SP-008,RATE-PLN-SWAP-003M,0.02704511
SP-008,RATE-PLN-SWAP-005M,0.02715048
SP-008,RATE-PLN-SWAP-007M,0.02723461
SP-008,RATE-PLN-SWAP-010M,0.02733910
SP-008,RATE-PLN-SWAP-015M,0.02748056
SP-008,RATE-PLN-SWAP-020M,0.02759823
SP-008,RATE-PLN-SWAP-030M,0.02779322
SP-008,RATE-PLN-SWAP-060M,0.02822605
SP-008,RATE-PLN-SWAP-090M,0.02855385
SP-008,RATE-PLN-SWAP-120M,0.02882832
SP-008,RATE-PLN-SWAP-180M,0.02928602
SP-008,RATE-PLN-SWAP-240M,0.02966996
SP-008,RATE-PLN-SWAP-360M,0.03031127
SP-008,RATE-PLN-INFLATION-001M,0.02889369
SP-008,RATE-PLN-INFLATION-002M,0.02898290
SP-008,RATE-PLN-INFLATION-003M,0.02905051
SP-008,RATE-PLN-INFLATION-005M,0.02915588
SP-008,RATE-PLN-INFLATION-007M,0.02924001
SP-008,RATE-PLN-INFLATION-010M,0.02934450
SP-008,RATE-PLN-INFLATION-015M,0.02948596
SP-008,RATE-PLN-INFLATION-020M,0.02960363
SP-008,RATE-PLN-INFLATION-030M,0.02979862
SP-008,RATE-PLN-INFLATION-060M,0.03023145
SP-008,RATE-PLN-INFLATION-090M,0.03055925
SP-008,RATE-PLN-INFLATION-120M,0.03083372
SP-008,RATE-PLN-INFLATION-180M,0.03129142
SP-008,RATE-PLN-INFLATION-240M,0.03167536
SP-008,RATE-PLN-INFLATION-360M,0.03231667
SP-008,RATE-CZK-OIS-001M,0.02437749
SP-008,RATE-CZK-OIS-002M,0.02446670
SP-008,RATE-CZK-OIS-003M,0.02453431
SP-008,RATE-CZK-OIS-005M,0.02463968
SP-008,RATE-CZK-OIS-007M,0.02472381
SP-008,RATE-CZK-OIS-010M,0.02482830
SP-008,RATE-CZK-OIS-015M,0.02496976
SP-008,RATE-CZK-OIS-020M,0.02508743
SP-008,RATE-CZK-OIS-030M,0.02528242
SP-008,RATE-CZK-OIS-060M,0.02571525
SP-008,RATE-CZK-OIS-090M,0.02604305
SP-008,RATE-CZK-OIS-120M,0.02631752
SP-008,RATE-CZK-OIS-180M,0.02677522
SP-008,RATE-CZK-OIS-240M,0.02715916
SP-008,RATE-CZK-OIS-360M,0.02780047
SP-008,RATE-CZK-GOVT-001M,0.02638289
SP-008,RATE-CZK-GOVT-002M,0.02647210
SP-008,RATE-CZK-GOVT-003M,0.02653971
SP-008,RATE-CZK-GOVT-005M,0.02664508
SP-008,RATE-CZK-GOVT-007M,0.02672921
SP-008,RATE-CZK-GOVT-010M,0.02683370
SP-008,RATE-CZK-GOVT-015M,0.02697516
SP-008,RATE-CZK-GOVT-020M,0.02709283
SP-008,RATE-CZK-GOVT-030M,0.02728782
SP-008,RATE-CZK-GOVT-060M,0.02772065
SP-008,RATE-CZK-GOVT-090M,0.02804845
SP-008,RATE-CZK-GOVT-120M,0.02832292
SP-008,RATE-CZK-GOVT-180M,0.02878062
SP-008,RATE-CZK-GOVT-240M,0.02916456
SP-008,RATE-CZK-GOVT-360M,0.02980587
SP-008,RATE-CZK-SWAP-001M,0.02838829
SP-008,RATE-CZK-SWAP-002M,0.02847750
SP-008,RATE-CZK-SWAP-003M,0.02854511
SP-008,RATE-CZK-SWAP-005M,0.02865048
SP-008,RATE-CZK-SWAP-007M,0.02873461
SP-008,RATE-CZK-SWAP-010M,0.02883910
SP-008,RATE-CZK-SWAP-015M,0.02898056
SP-008,RATE-CZK-SWAP-020M,0.02909823
SP-008,RATE-CZK-SWAP-030M,0.02929322
SP-008,RATE-CZK-SWAP-060M,0.02972605
SP-008,RATE-CZK-SWAP-090M,0.03005385
SP-008,RATE-CZK-SWAP-120M,0.03032832
SP-008,RATE-CZK-SWAP-180M,0.03078602
SP-008,RATE-CZK-SWAP-240M,0.03116996
SP-008,RATE-CZK-SWAP-360M,0.03181127
SP-008,RATE-CZK-INFLATION-001M,0.03039369
SP-008,RATE-CZK-INFLATION-002M,0.03048290
SP-008,RATE-CZK-INFLATION-003M,0.03055051
SP-008,RATE-CZK-INFLATION-005M,0.03065588
SP-008,RATE-CZK-INFLATION-007M,0.03074001
SP-008,RATE-CZK-INFLATION-010M,0.03084450
SP-008,RATE-CZK-INFLATION-015M,0.03098596
SP-008,RATE-CZK-INFLATION-020M,0.03110363
SP-008,RATE-CZK-INFLATION-030M,0.03129862
SP-008,RATE-CZK-INFLATION-060M,0.03173145
SP-008,RATE-CZK-INFLATION-090M,0.03205925
SP-008,RATE-CZK-INFLATION-120M,0.03233372
SP-008,RATE-CZK-INFLATION-180M,0.03279142
SP-008,RATE-CZK-INFLATION-240M,0.03317536
SP-008,RATE-CZK-INFLATION-360M,0.03381667
SP-008,RATE-HUF-OIS-001M,0.02587749
SP-008,RATE-HUF-OIS-002M,0.02596670
SP-008,RATE-HUF-OIS-003M,0.02603431
SP-008,RATE-HUF-OIS-005M,0.02613968
SP-008,RATE-HUF-OIS-007M,0.02622381
SP-008,RATE-HUF-OIS-010M,0.02632830
SP-008,RATE-HUF-OIS-015M,0.02646976
SP-008,RATE-HUF-OIS-020M,0.02658743
SP-008,RATE-HUF-OIS-030M,0.02678242
SP-008,RATE-HUF-OIS-060M,0.02721525
SP-008,RATE-HUF-OIS-090M,0.02754305
SP-008,RATE-HUF-OIS-120M,0.02781752
SP-008,RATE-HUF-OIS-180M,0.02827522
SP-008,RATE-HUF-OIS-240M,0.02865916
SP-008,RATE-HUF-OIS-360M,0.02930047
SP-008,RATE-HUF-GOVT-001M,0.02788289
SP-008,RATE-HUF-GOVT-002M,0.02797210
SP-008,RATE-HUF-GOVT-003M,0.02803971
SP-008,RATE-HUF-GOVT-005M,0.02814508
SP-008,RATE-HUF-GOVT-007M,0.02822921
SP-008,RATE-HUF-GOVT-010M,0.02833370
SP-008,RATE-HUF-GOVT-015M,0.02847516
SP-008,RATE-HUF-GOVT-020M,0.02859283
SP-008,RATE-HUF-GOVT-030M,0.02878782
SP-008,RATE-HUF-GOVT-060M,0.02922065
SP-008,RATE-HUF-GOVT-090M,0.02954845
SP-008,RATE-HUF-GOVT-120M,0.02982292
SP-008,RATE-HUF-GOVT-180M,0.03028062
SP-008,RATE-HUF-GOVT-240M,0.03066456
SP-008,RATE-HUF-GOVT-360M,0.03130587
SP-008,RATE-HUF-SWAP-001M,0.02988829
SP-008,RATE-HUF-SWAP-002M,0.02997750
SP-008,RATE-HUF-SWAP-003M,0.03004511
SP-008,RATE-HUF-SWAP-005M,0.03015048
SP-008,RATE-HUF-SWAP-007M,0.03023461
SP-008,RATE-HUF-SWAP-010M,0.03033910
SP-008,RATE-HUF-SWAP-015M,0.03048056
SP-008,RATE-HUF-SWAP-020M,0.03059823
SP-008,RATE-HUF-SWAP-030M,0.03079322
SP-008,RATE-HUF-SWAP-060M,0.03122605
SP-008,RATE-HUF-SWAP-090M,0.03155385
SP-008,RATE-HUF-SWAP-120M,0.03182832
SP-008,RATE-HUF-SWAP-180M,0.03228602
SP-008,RATE-HUF-SWAP-240M,0.03266996
SP-008,RATE-HUF-SWAP-360M,0.03331127
SP-008,RATE-HUF-INFLATION-001M,0.03189369
SP-008,RATE-HUF-INFLATION-002M,0.03198290
SP-008,RATE-HUF-INFLATION-003M,0.03205051
SP-008,RATE-HUF-INFLATION-005M,0.03215588
SP-008,RATE-HUF-INFLATION-007M,0.03224001
SP-008,RATE-HUF-INFLATION-010M,0.03234450
SP-008,RATE-HUF-INFLATION-015M,0.03248596
SP-008,RATE-HUF-INFLATION-020M,0.03260363
SP-008,RATE-HUF-INFLATION-030M,0.03279862
SP-008,RATE-HUF-INFLATION-060M,0.03323145
SP-008,RATE-HUF-INFLATION-090M,0.03355925
SP-008,RATE-HUF-INFLATION-120M,0.03383372
SP-008,RATE-HUF-INFLATION-180M,0.03429142
SP-008,RATE-HUF-INFLATION-240M,0.03467536
SP-008,RATE-HUF-INFLATION-360M,0.03531667
SP-008,RATE-SGD-OIS-001M,0.02737749
SP-008,RATE-SGD-OIS-002M,0.02746670
SP-008,RATE-SGD-OIS-003M,0.02753431
SP-008,RATE-SGD-OIS-005M,0.02763968
SP-008,RATE-SGD-OIS-007M,0.02772381
SP-008,RATE-SGD-OIS-010M,0.02782830
SP-008,RATE-SGD-OIS-015M,0.02796976
SP-008,RATE-SGD-OIS-020M,0.02808743
SP-008,RATE-SGD-OIS-030M,0.02828242
SP-008,RATE-SGD-OIS-060M,0.02871525
SP-008,RATE-SGD-OIS-090M,0.02904305
SP-008,RATE-SGD-OIS-120M,0.02931752
SP-008,RATE-SGD-OIS-180M,0.02977522
SP-008,RATE-SGD-OIS-240M,0.03015916
SP-008,RATE-SGD-OIS-360M,0.03080047
SP-008,RATE-SGD-GOVT-001M,0.02938289
SP-008,RATE-SGD-GOVT-002M,0.02947210
SP-008,RATE-SGD-GOVT-003M,0.02953971
SP-008,RATE-SGD-GOVT-005M,0.02964508
SP-008,RATE-SGD-GOVT-007M,0.02972921
SP-008,RATE-SGD-GOVT-010M,0.02983370
SP-008,RATE-SGD-GOVT-015M,0.02997516
SP-008,RATE-SGD-GOVT-020M,0.03009283
SP-008,RATE-SGD-GOVT-030M,0.03028782
SP-008,RATE-SGD-GOVT-060M,0.03072065
SP-008,RATE-SGD-GOVT-090M,0.03104845
SP-008,RATE-SGD-GOVT-120M,0.03132292
SP-008,RATE-SGD-GOVT-180M,0.03178062
SP-008,RATE-SGD-GOVT-240M,0.03216456
SP-008,RATE-SGD-GOVT-360M,0.03280587
SP-008,RATE-SGD-SWAP-001M,0.03138829
SP-008,RATE-SGD-SWAP-002M,0.03147750
SP-008,RATE-SGD-SWAP-003M,0.03154511
SP-008,RATE-SGD-SWAP-005M,0.03165048
SP-008,RATE-SGD-SWAP-007M,0.03173461
SP-008,RATE-SGD-SWAP-010M,0.03183910
SP-008,RATE-SGD-SWAP-015M,0.03198056
SP-008,RATE-SGD-SWAP-020M,0.03209823
SP-008,RATE-SGD-SWAP-030M,0.03229322
SP-008,RATE-SGD-SWAP-060M,0.03272605
SP-008,RATE-SGD-SWAP-090M,0.03305385
SP-008,RATE-SGD-SWAP-120M,0.03332832
SP-008,RATE-SGD-SWAP-180M,0.03378602
SP-008,RATE-SGD-SWAP-240M,0.03416996
SP-008,RATE-SGD-SWAP-360M,0.03481127
SP-008,RATE-SGD-INFLATION-001M,0.03339369
SP-008,RATE-SGD-INFLATION-002M,0.03348290
SP-008,RATE-SGD-INFLATION-003M,0.03355051
SP-008,RATE-SGD-INFLATION-005M,0.03365588
SP-008,RATE-SGD-INFLATION-007M,0.03374001
SP-008,RATE-SGD-INFLATION-010M,0.03384450
SP-008,RATE-SGD-INFLATION-015M,0.03398596
SP-008,RATE-SGD-INFLATION-020M,0.03410363
SP-008,RATE-SGD-INFLATION-030M,0.03429862
SP-008,RATE-SGD-INFLATION-060M,0.03473145
SP-008,RATE-SGD-INFLATION-090M,0.03505925
SP-008,RATE-SGD-INFLATION-120M,0.03533372
SP-008,RATE-SGD-INFLATION-180M,0.03579142
SP-008,RATE-SGD-INFLATION-240M,0.03617536
SP-008,RATE-SGD-INFLATION-360M,0.03681667
SP-008,RATE-HKD-OIS-001M,0.02887749
SP-008,RATE-HKD-OIS-002M,0.02896670
SP-008,RATE-HKD-OIS-003M,0.02903431
SP-008,RATE-HKD-OIS-005M,0.02913968
SP-008,RATE-HKD-OIS-007M,0.02922381
SP-008,RATE-HKD-OIS-010M,0.02932830
SP-008,RATE-HKD-OIS-015M,0.02946976
SP-008,RATE-HKD-OIS-020M,0.02958743
SP-008,RATE-HKD-OIS-030M,0.02978242
SP-008,RATE-HKD-OIS-060M,0.03021525
SP-008,RATE-HKD-OIS-090M,0.03054305
SP-008,RATE-HKD-OIS-120M,0.03081752
SP-008,RATE-HKD-OIS-180M,0.03127522
SP-008,RATE-HKD-OIS-240M,0.03165916
SP-008,RATE-HKD-OIS-360M,0.03230047
SP-008,RATE-HKD-GOVT-001M,0.03088289
SP-008,RATE-HKD-GOVT-002M,0.03097210
SP-008,RATE-HKD-GOVT-003M,0.03103971
SP-008,RATE-HKD-GOVT-005M,0.03114508
SP-008,RATE-HKD-GOVT-007M,0.03122921
SP-008,RATE-HKD-GOVT-010M,0.03133370
SP-008,RATE-HKD-GOVT-015M,0.03147516
SP-008,RATE-HKD-GOVT-020M,0.03159283
SP-008,RATE-HKD-GOVT-030M,0.03178782
SP-008,RATE-HKD-GOVT-060M,0.03222065
SP-008,RATE-HKD-GOVT-090M,0.03254845
SP-008,RATE-HKD-GOVT-120M,0.03282292
SP-008,RATE-HKD-GOVT-180M,0.03328062
SP-008,RATE-HKD-GOVT-240M,0.03366456
SP-008,RATE-HKD-GOVT-360M,0.03430587
SP-008,RATE-HKD-SWAP-001M,0.03288829
SP-008,RATE-HKD-SWAP-002M,0.03297750
SP-008,RATE-HKD-SWAP-003M,0.03304511
SP-008,RATE-HKD-SWAP-005M,0.03315048
SP-008,RATE-HKD-SWAP-007M,0.03323461
SP-008,RATE-HKD-SWAP-010M,0.03333910
SP-008,RATE-HKD-SWAP-015M,0.03348056
SP-008,RATE-HKD-SWAP-020M,0.03359823
SP-008,RATE-HKD-SWAP-030M,0.03379322
SP-008,RATE-HKD-SWAP-060M,0.03422605
SP-008,RATE-HKD-SWAP-090M,0.03455385
SP-008,RATE-HKD-SWAP-120M,0.03482832
SP-008,RATE-HKD-SWAP-180M,0.03528602
SP-008,RATE-HKD-SWAP-240M,0.03566996
SP-008,RATE-HKD-SWAP-360M,0.03631127
SP-008,RATE-HKD-INFLATION-001M,0.03489369
SP-008,RATE-HKD-INFLATION-002M,0.03498290
SP-008,RATE-HKD-INFLATION-003M,0.03505051
SP-008,RATE-HKD-INFLATION-005M,0.03515588
SP-008,RATE-HKD-INFLATION-007M,0.03524001
SP-008,RATE-HKD-INFLATION-010M,0.03534450
SP-008,RATE-HKD-INFLATION-015M,0.03548596
SP-008,RATE-HKD-INFLATION-020M,0.03560363
SP-008,RATE-HKD-INFLATION-030M,0.03579862
SP-008,RATE-HKD-INFLATION-060M,0.03623145
SP-008,RATE-HKD-INFLATION-090M,0.03655925
SP-008,RATE-HKD-INFLATION-120M,0.03683372
SP-008,RATE-HKD-INFLATION-180M,0.03729142
SP-008,RATE-HKD-INFLATION-240M,0.03767536
SP-008,RATE-HKD-INFLATION-360M,0.03831667
SP-008,RATE-KRW-OIS-001M,0.03037749
SP-008,RATE-KRW-OIS-002M,0.03046670
SP-008,RATE-KRW-OIS-003M,0.03053431
SP-008,RATE-KRW-OIS-005M,0.03063968
SP-008,RATE-KRW-OIS-007M,0.03072381
SP-008,RATE-KRW-OIS-010M,0.03082830
SP-008,RATE-KRW-OIS-015M,0.03096976
SP-008,RATE-KRW-OIS-020M,0.03108743
SP-008,RATE-KRW-OIS-030M,0.03128242
SP-008,RATE-KRW-OIS-060M,0.03171525
SP-008,RATE-KRW-OIS-090M,0.03204305
SP-008,RATE-KRW-OIS-120M,0.03231752
SP-008,RATE-KRW-OIS-180M,0.03277522
SP-008,RATE-KRW-OIS-240M,0.03315916
SP-008,RATE-KRW-OIS-360M,0.03380047
SP-008,RATE-KRW-GOVT-001M,0.03238289
SP-008,RATE-KRW-GOVT-002M,0.03247210
SP-008,RATE-KRW-GOVT-003M,0.03253971
SP-008,RATE-KRW-GOVT-005M,0.03264508
SP-008,RATE-KRW-GOVT-007M,0.03272921
SP-008,RATE-KRW-GOVT-010M,0.03283370
SP-008,RATE-KRW-GOVT-015M,0.03297516
SP-008,RATE-KRW-GOVT-020M,0.03309283
SP-008,RATE-KRW-GOVT-030M,0.03328782
SP-008,RATE-KRW-GOVT-060M,0.03372065
SP-008,RATE-KRW-GOVT-090M,0.03404845
SP-008,RATE-KRW-GOVT-120M,0.03432292
SP-008,RATE-KRW-GOVT-180M,0.03478062
SP-008,RATE-KRW-GOVT-240M,0.03516456
SP-008,RATE-KRW-GOVT-360M,0.03580587
SP-008,RATE-KRW-SWAP-001M,0.03438829
SP-008,RATE-KRW-SWAP-002M,0.03447750
SP-008,RATE-KRW-SWAP-003M,0.03454511
SP-008,RATE-KRW-SWAP-005M,0.03465048
SP-008,RATE-KRW-SWAP-007M,0.03473461
SP-008,RATE-KRW-SWAP-010M,0.03483910
SP-008,RATE-KRW-SWAP-015M,0.03498056
SP-008,RATE-KRW-SWAP-020M,0.03509823
SP-008,RATE-KRW-SWAP-030M,0.03529322
SP-008,RATE-KRW-SWAP-060M,0.03572605
SP-008,RATE-KRW-SWAP-090M,0.03605385
SP-008,RATE-KRW-SWAP-120M,0.03632832
SP-008,RATE-KRW-SWAP-180M,0.03678602
SP-008,RATE-KRW-SWAP-240M,0.03716996
SP-008,RATE-KRW-SWAP-360M,0.03781127
SP-008,RATE-KRW-INFLATION-001M,0.03639369
SP-008,RATE-KRW-INFLATION-002M,0.03648290
SP-008,RATE-KRW-INFLATION-003M,0.03655051
SP-008,RATE-KRW-INFLATION-005M,0.03665588
SP-008,RATE-KRW-INFLATION-007M,0.03674001
SP-008,RATE-KRW-INFLATION-010M,0.03684450
SP-008,RATE-KRW-INFLATION-015M,0.03698596
SP-008,RATE-KRW-INFLATION-020M,0.03710363
SP-008,RATE-KRW-INFLATION-030M,0.03729862
SP-008,RATE-KRW-INFLATION-060M,0.03773145
SP-008,RATE-KRW-INFLATION-090M,0.03805925
SP-008,RATE-KRW-INFLATION-120M,0.03833372
SP-008,RATE-KRW-INFLATION-180M,0.03879142
SP-008,RATE-KRW-INFLATION-240M,0.03917536
SP-008,RATE-KRW-INFLATION-360M,0.03981667
SP-008,RATE-CNY-OIS-001M,0.03187749
SP-008,RATE-CNY-OIS-002M,0.03196670
SP-008,RATE-CNY-OIS-003M,0.03203431
SP-008,RATE-CNY-OIS-005M,0.03213968
SP-008,RATE-CNY-OIS-007M,0.03222381
SP-008,RATE-CNY-OIS-010M,0.03232830
SP-008,RATE-CNY-OIS-015M,0.03246976
SP-008,RATE-CNY-OIS-020M,0.03258743
SP-008,RATE-CNY-OIS-030M,0.03278242
SP-008,RATE-CNY-OIS-060M,0.03321525
SP-008,RATE-CNY-OIS-090M,0.03354305
SP-008,RATE-CNY-OIS-120M,0.03381752
SP-008,RATE-CNY-OIS-180M,0.03427522
SP-008,RATE-CNY-OIS-240M,0.03465916
SP-008,RATE-CNY-OIS-360M,0.03530047
SP-008,RATE-CNY-GOVT-001M,0.03388289
SP-008,RATE-CNY-GOVT-002M,0.03397210
